content,aspect,sentiment,from,to
here petitioners statement that she had done some of  the proffered conduct did not pose a threat to the integrity of fact finding proceedings for the purpose of the district courts inquiry was simply to ensure that petitioner understood the charges and that there was a factual basis for the governments case,she,1,32,35
here petitioners statement that she had done some of  the proffered conduct did not pose a threat to the integrity of fact finding proceedings for the purpose of the district courts inquiry was simply to ensure that petitioner understood the charges and that there was a factual basis for the governments case,governments,1,293,304
she had done some of  the proffered conduct did not pose a threat to the integrity of fact finding proceedings for the purpose of the district courts inquiry was simply to ensure,she,1,0,3
petitioner understood the charges,petitioner,1,0,10
there was a factual basis for the governments case,governments,1,34,45
the mayor of philadelphia is empowered by the city charter to appoint a nominating panel which in turn submits to him nominees to fill vacancies on the school board,mayor,0,4,9
the mayor of philadelphia is empowered by the city charter to appoint a nominating panel,mayor,0,4,9
in turn submits to him nominees to fill vacancies on the school board,him,0,19,22
the mayor must appoint four members from the citizenry at large each of the remaining nine must be the highest ranking officer of one of nine designated categories of citywide organizations,mayor,0,4,9
the mayor must appoint four members from the citizenry at large,mayor,0,4,9
the court of appeals reversed concluding that respondents had established an unrebutted prima facie case of unlawful exclusion of negroes from consideration for service on the 1971 panel,respondents,1,46,57
respondents had established an unrebutted prima facie case of unlawful exclusion of negroes from consideration for service on the 1971 panel,respondents,1,0,11
although tate was succeeded while the case was sub judice by mayor rizzo as to whose panel appointment practices the record is silent the court directed the issuance of certain injunctive relief against rizzo with regard to the 1973 panel and future panels,mayor,-1,61,66
the case was sub judice by mayor rizzo as to whose panel appointment practices the record is silent,mayor,1,27,32
the mayors principal argument that federal courts may not interfere with the discretionary appointment powers of an elected executive officer is of greater importance than was accorded it by the court of appeals but the argument need not be addressed here since the record is devoid of reliable proof of racial discrimination,mayors,-1,4,10
the mayors principal argument that federal courts may not interfere with the discretionary appointment powers of an elected executive officer is of greater importance,mayors,1,4,10
the court of appeals finding of racial discrimination rests on ambiguous testimony as to a statement in 1969 by then mayor tate with regard to the 1969 school board not the 1971 panel the unawareness of certain organizations on the part of a city official who did not have final authority over the challenged appointments and racialcomposition percentage comparisons the 415 us 605 606 district court correctly rejected as meaningless in the context of this case,mayor,1,117,122
